auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date,total_amount_accepted,bond
1660,0.0,2029-01-01,0.0,0.0,30000,11.8549,Venda,2022-11-03,28763068.59,NTN-F 06 anos,300000,NTN-F,0,2022-11-04,28763068.59,NTN-F 2029-01
1659,1408480784.51,2026-01-01,0.0,1998325.0,8000000,11.7387,Venda,2022-11-03,5636159185.18,LTN 48 meses,8000000,LTN,0,2022-11-04,7044639969.690001,LTN 2026-01
1659,0.0,2023-04-01,0.0,0.0,1000000,13.6378,Venda,2022-11-03,949087000.0,LTN 06 meses,1000000,LTN,0,2022-11-04,949087000.0,LTN 2023-04
1659,182193802.12,2024-10-01,0.0,225922.0,2000000,12.0139,Venda,2022-11-03,1612163220.35,LTN 24 meses,2000000,LTN,0,2022-11-04,1794357022.4699998,LTN 2024-10
1664,232322312.91,2029-03-01,0.0,18950.0,500000,0.1735,Venda,2022-11-08,6129876330.46,LFT 6 anos,500000,LFT,0,2022-11-09,6362198643.37,LFT 2029-03
1663,40733061.24,2035-05-15,0.0,9886.0,150000,5.8864,Venda,2022-11-08,617813906.98,NTN-B 15 anos,150000,NTN-B,0,2022-11-09,658546968.22,NTN-B 2035-05
1662,22651303.79,2027-05-15,0.0,5500.0,500000,5.719,Venda,2022-11-08,2059209435.49,NTN-B 05 anos,500000,NTN-B,0,2022-11-09,2081860739.28,NTN-B 2027-05
1663,152578756.26,2060-08-15,0.0,37498.0,150000,5.9264,Venda,2022-11-08,610122168.44,NTN-B 40 anos,150000,NTN-B,0,2022-11-09,762700924.7,NTN-B 2060-08
1671,0.0,2033-01-01,0.0,0.0,50000,12.98,Venda,2022-11-10,43889181.04,NTN-F 10 anos,50000,NTN-F,0,2022-11-11,43889181.04,NTN-F 2033-01
1671,3692654.95,2029-01-01,0.0,4000.0,50000,12.8697,Venda,2022-11-10,46136017.3,NTN-F 06 anos,50000,NTN-F,0,2022-11-11,49828672.25,NTN-F 2029-01
1670,9561597.7,2024-10-01,0.0,12000.0,150000,12.8647,Venda,2022-11-10,119462587.2,LTN 24 meses,150000,LTN,0,2022-11-11,129024184.9,LTN 2024-10
1670,0.0,2023-10-01,0.0,0.0,0,0.0,Venda,2022-11-10,0.0,LTN 12 meses,150000,LTN,0,2022-11-11,0.0,LTN 2023-10
1670,8249117.96,2026-01-01,0.0,12000.0,150000,12.6997,Venda,2022-11-10,103065065.7,LTN 48 meses,150000,LTN,0,2022-11-11,111314183.66,LTN 2026-01
1672,148799963.16,2025-05-15,0.0,37498.0,150000,6.0515,Venda,2022-11-14,595231598.69,NTN-B 03 anos,150000,NTN-B,0,2022-11-16,744031561.85,NTN-B 2025-05
1674,368548151.3,2029-03-01,0.0,30000.0,400500,0.1736,Venda,2022-11-14,4920117819.96,LFT 6 anos,500000,LFT,0,2022-11-16,5288665971.26,LFT 2029-03
1673,66208131.27,2032-08-15,0.0,16518.0,150000,6.0897,Venda,2022-11-14,601005124.03,NTN-B 10 anos,150000,NTN-B,0,2022-11-16,667213255.3,NTN-B 2032-08
1673,136098414.75,2045-05-15,0.0,34755.0,150000,6.1373,Venda,2022-11-14,587164024.19,NTN-B 25 anos,150000,NTN-B,0,2022-11-16,723262438.94,NTN-B 2045-05
1678,20755302.83,2024-10-01,0.0,26500.0,150000,14.0297,Venda,2022-11-17,117421655.1,LTN 24 meses,150000,LTN,0,2022-11-18,138176957.93,LTN 2024-10
1679,0.0,2033-01-01,0.0,0.0,0,0.0,Venda,2022-11-17,0.0,NTN-F 10 anos,50000,NTN-F,0,2022-11-18,0.0,NTN-F 2033-01
1678,20064628.05,2026-01-01,0.0,30000.0,150000,13.7647,Venda,2022-11-17,100271812.8,LTN 48 meses,150000,LTN,0,2022-11-18,120336440.85,LTN 2026-01
1678,0.0,2023-04-01,0.0,0.0,0,0.0,Venda,2022-11-17,0.0,LTN 06 meses,150000,LTN,0,2022-11-18,0.0,LTN 2023-04
1679,6309904.53,2029-01-01,0.0,6998.0,50000,13.5197,Venda,2022-11-17,45060947.55,NTN-F 06 anos,50000,NTN-F,0,2022-11-18,51370852.08,NTN-F 2029-01
1683,0.0,2035-05-15,0.0,0.0,289700,6.2175,Venda,2022-11-22,1133690162.65,NTN-B 15 anos,300000,NTN-B,0,2022-11-23,1133690162.65,NTN-B 2035-05
1682,199192821.38,2027-05-15,0.0,50402.0,1000000,6.1964,Venda,2022-11-22,3952081690.97,NTN-B 05 anos,1000000,NTN-B,0,2022-11-23,4151274512.35,NTN-B 2027-05
1683,0.0,2060-08-15,0.0,0.0,300000,6.226,Venda,2022-11-22,1175798570.64,NTN-B 40 anos,300000,NTN-B,0,2022-11-23,1175798570.64,NTN-B 2060-08
1684,0.0,2029-03-01,0.0,0.0,443050,0.1735,Venda,2022-11-22,5456898199.62,LFT 6 anos,750000,LFT,0,2022-11-23,5456898199.62,LFT 2029-03
1688,10827157.46,2029-01-01,0.0,12000.0,150000,13.5677,Venda,2022-11-24,135271155.75,NTN-F 06 anos,150000,NTN-F,0,2022-11-25,146098313.21,NTN-F 2029-01
1688,0.0,2033-01-01,0.0,0.0,0,0.0,Venda,2022-11-24,0.0,NTN-F 10 anos,150000,NTN-F,0,2022-11-25,0.0,NTN-F 2033-01
1687,0.0,2023-10-01,0.0,0.0,187500,14.2499,Venda,2022-11-24,167454014.85,LTN 12 meses,500000,LTN,0,2022-11-25,167454014.85,LTN 2023-10
1687,26961052.12,2026-01-01,0.0,40000.0,500000,13.5777,Venda,2022-11-24,336842968.7,LTN 48 meses,500000,LTN,0,2022-11-25,363804020.82,LTN 2026-01
1687,31512421.72,2024-10-01,0.0,40000.0,500000,13.8327,Venda,2022-11-24,393702855.5,LTN 24 meses,500000,LTN,0,2022-11-25,425215277.22,LTN 2024-10
1693,498361262.58,2032-08-15,0.0,124994.0,500000,6.2377,Venda,2022-11-29,1992696752.49,NTN-B 10 anos,500000,NTN-B,0,2022-11-30,2491058015.07,NTN-B 2032-08
1694,0.0,2029-03-01,0.0,0.0,500000,0.175,Venda,2022-11-29,6173624613.97,LFT 6 anos,500000,LFT,0,2022-11-30,6173624613.97,LFT 2029-03
1692,492443894.86,2025-05-15,0.0,124992.0,500000,6.61,Venda,2022-11-29,1969901653.48,NTN-B 03 anos,500000,NTN-B,0,2022-11-30,2462345548.34,NTN-B 2025-05
1693,0.0,2045-05-15,0.0,0.0,51150,6.23,Venda,2022-11-29,199026766.3,NTN-B 25 anos,150000,NTN-B,0,2022-11-30,199026766.3,NTN-B 2045-05
10276,171599493.43,2026-01-01,0.0,249994.0,1000000,12.9988,Venda,2022-12-01,686080250.32,LTN 48 meses,1000000,LTN,0,2022-12-02,857679743.75,LTN 2026-01
10277,69634037.66,2029-01-01,0.0,75000.0,275000,12.905,Venda,2022-12-01,255201586.9,NTN-F 06 anos,300000,NTN-F,0,2022-12-02,324835624.56,NTN-F 2029-01
10277,66750488.5,2033-01-01,6004725918.75,74999.0,300000,12.864,Venda,2022-12-01,266876707.4,NTN-F 10 anos,300000,NTN-F,6750000,2022-12-02,333627195.9,NTN-F 2033-01
10276,198901267.26,2024-10-01,0.0,249993.0,1000000,13.3769,Venda,2022-12-01,795230576.02,LTN 24 meses,1000000,LTN,0,2022-12-02,994131843.28,LTN 2024-10
10276,92669306.96,2023-04-01,0.0,96665.0,1000000,13.694,Venda,2022-12-01,958176946.5,LTN 06 meses,1000000,LTN,0,2022-12-02,1050846253.46,LTN 2023-04
10357,0.0,2060-08-15,0.0,0.0,300000,6.1467,Venda,2022-12-06,1195204277.05,NTN-B 40 anos,300000,NTN-B,0,2022-12-07,1195204277.05,NTN-B 2060-08
10357,140985587.53,2035-05-15,0.0,35583.0,500000,6.1367,Venda,2022-12-06,1980250307.47,NTN-B 15 anos,500000,NTN-B,0,2022-12-07,2121235895.0,NTN-B 2035-05
10358,0.0,2029-03-01,0.0,0.0,125000,0.175,Venda,2022-12-06,1547384211.61,LFT 6 anos,300000,LFT,0,2022-12-07,1547384211.61,LFT 2029-03
10356,210455794.98,2027-05-15,0.0,52903.0,1000000,6.1597,Venda,2022-12-06,3978144811.99,NTN-B 05 anos,1000000,NTN-B,0,2022-12-07,4188600606.97,NTN-B 2027-05
10483,90842491.26,2023-10-01,0.0,100826.0,500000,13.8188,Venda,2022-12-08,450260066.0,LTN 12 meses,500000,LTN,0,2022-12-09,541102557.26,LTN 2023-10
10483,48526839.55,2024-10-01,0.0,60826.0,500000,13.359,Venda,2022-12-08,398700000.0,LTN 24 meses,500000,LTN,0,2022-12-09,447226839.55,LTN 2024-10
10484,0.0,2033-01-01,0.0,0.0,150000,12.9597,Venda,2022-12-08,133045081.27,NTN-F 10 anos,150000,NTN-F,0,2022-12-09,133045081.27,NTN-F 2033-01
10484,3015476.34,2029-01-01,0.0,3250.0,150000,12.9827,Venda,2022-12-08,139108085.14,NTN-F 06 anos,150000,NTN-F,0,2022-12-09,142123561.48,NTN-F 2029-01
10483,69313966.76,2026-01-01,0.0,100825.0,500000,13.0327,Venda,2022-12-08,343566185.25,LTN 48 meses,500000,LTN,0,2022-12-09,412880152.01,LTN 2026-01
10573,0.0,2032-08-15,0.0,0.0,120100,6.278,Venda,2022-12-13,479047627.24,NTN-B 10 anos,150000,NTN-B,0,2022-12-14,479047627.24,NTN-B 2032-08
10573,0.0,2045-05-15,0.0,0.0,39200,6.298,Venda,2022-12-13,151865651.8,NTN-B 25 anos,150000,NTN-B,0,2022-12-14,151865651.8,NTN-B 2045-05
10572,0.0,2025-05-15,0.0,0.0,500000,6.3798,Venda,2022-12-13,1987014565.48,NTN-B 03 anos,500000,NTN-B,0,2022-12-14,1987014565.48,NTN-B 2025-05
10574,0.0,2029-03-01,0.0,0.0,536750,0.1765,Venda,2022-12-13,6660967339.74,LFT 6 anos,750000,LFT,0,2022-12-14,6660967339.74,LFT 2029-03
10645,0.0,2024-10-01,1707142909.7,0.0,1000000,13.7898,Venda,2022-12-15,794019958.0,LTN 24 meses,1000000,LTN,2150000,2022-12-16,794019958.0,LTN 2024-10
10646,0.0,2033-01-01,0.0,0.0,150000,13.495,Venda,2022-12-15,129678881.84,NTN-F 10 anos,150000,NTN-F,0,2022-12-16,129678881.84,NTN-F 2033-01
10646,0.0,2029-01-01,0.0,0.0,0,0.0,Venda,2022-12-15,0.0,NTN-F 06 anos,150000,NTN-F,0,2022-12-16,0.0,NTN-F 2029-01
10645,0.0,2023-04-01,0.0,0.0,1000000,13.6138,Venda,2022-12-15,963243408.52,LTN 06 meses,1000000,LTN,0,2022-12-16,963243408.52,LTN 2023-04
10645,0.0,2026-01-01,0.0,0.0,1000000,13.672,Venda,2022-12-15,677135064.4,LTN 48 meses,1000000,LTN,0,2022-12-16,677135064.4,LTN 2026-01
47,493967648.12,2029-03-01,0.0,39496.0,532900,0.1755,Venda,2023-01-03,6664861244.22,LFT 6 anos,1000000,LFT,0,2023-01-04,7158828892.34,LFT 2029-03
46,0.0,2033-05-15,0.0,0.0,101800,6.2564,Venda,2023-01-03,403038607.85,NTN-B 10 anos,150000,NTN-B,0,2023-01-04,403038607.85,NTN-B 2033-05
47,140989692.12,2026-03-01,0.0,11187.0,317950,0.0979,Venda,2023-01-03,4007121892.68,LFT 3 anos,1000000,LFT,0,2023-01-04,4148111584.8,LFT 2026-03
46,0.0,2050-08-15,0.0,0.0,36550,6.33,Venda,2023-01-03,143634597.85,NTN-B 25 anos,150000,NTN-B,0,2023-01-04,143634597.85,NTN-B 2050-08
44,0.0,2026-08-15,0.0,0.0,500000,6.377,Venda,2023-01-03,2020947608.0,NTN-B 03 anos,500000,NTN-B,0,2023-01-04,2020947608.0,NTN-B 2026-08
167,520822675.02,2025-04-01,0.0,684996.0,2750000,13.1689,Venda,2023-01-05,2089880614.37,LTN 24 meses,3000000,LTN,0,2023-01-06,2610703289.39,LTN 2025-04
167,168182671.12,2024-04-01,0.0,196262.0,1000000,13.6108,Venda,2023-01-05,856494859.47,LTN 12 meses,1000000,LTN,0,2023-01-06,1024677530.59,LTN 2024-04
168,0.0,2029-01-01,0.0,0.0,30000,13.159,Venda,2023-01-05,26428598.64,NTN-F 06 anos,150000,NTN-F,0,2023-01-06,26428598.64,NTN-F 2029-01
168,28793054.05,2033-01-01,0.0,34250.0,80000,13.1019,Venda,2023-01-05,67220879.9,NTN-F 10 anos,150000,NTN-F,0,2023-01-06,96013933.95,NTN-F 2033-01
167,439179345.78,2026-07-01,0.0,675940.0,3000000,13.2724,Venda,2023-01-05,1948228842.47,LTN 48 meses,3000000,LTN,0,2023-01-06,2387408188.25,LTN 2026-07
482,277655539.07,2029-03-01,0.0,22140.0,727500,0.173,Venda,2023-01-10,9123505179.93,LFT 6 anos,1000000,LFT,0,2023-01-11,9401160719.0,LFT 2029-03
479,0.0,2060-08-15,0.0,0.0,25800,6.353,Venda,2023-01-10,101029348.85,NTN-B 40 anos,150000,NTN-B,0,2023-01-11,101029348.85,NTN-B 2060-08
482,0.0,2026-03-01,0.0,0.0,93950,0.0963,Venda,2023-01-10,1187143267.04,LFT 3 anos,1000000,LFT,0,2023-01-11,1187143267.04,LFT 2026-03
477,506880396.99,2028-08-15,0.0,124990.0,500000,6.28,Venda,2023-01-10,2027683803.0,NTN-B 05 anos,500000,NTN-B,0,2023-01-11,2534564199.99,NTN-B 2028-08
479,134778821.53,2040-08-15,0.0,33918.0,86000,6.337,Venda,2023-01-10,341583810.1,NTN-B 15 anos,150000,NTN-B,0,2023-01-11,476362631.63,NTN-B 2040-08
698,289668374.69,2025-04-01,0.0,374997.0,1500000,12.4724,Venda,2023-01-12,1158142891.47,LTN 24 meses,1500000,LTN,0,2023-01-13,1447811266.16,LTN 2025-04
699,63432247.53,2029-01-01,0.0,69564.0,500000,12.39,Venda,2023-01-12,455715178.1,NTN-F 06 anos,500000,NTN-F,0,2023-01-13,519147425.63,NTN-F 2029-01
698,872213302.81,2026-07-01,0.0,1305541.0,10000000,12.4328,Venda,2023-01-12,6677749043.22,LTN 48 meses,10000000,LTN,0,2023-01-13,7549962346.030001,LTN 2026-07
698,0.0,2023-10-01,0.0,0.0,400000,13.6248,Venda,2023-01-12,365305482.4,LTN 06 meses,1000000,LTN,0,2023-01-13,365305482.4,LTN 2023-10
699,63272119.91,2033-01-01,0.0,72250.0,750000,12.4128,Venda,2023-01-12,656496881.54,NTN-F 10 anos,750000,NTN-F,0,2023-01-13,719769001.4499999,NTN-F 2033-01
843,14348416.68,2033-05-15,24934989255.9,3549.0,150000,6.0615,Venda,2023-01-17,606199091.4,NTN-B 10 anos,150000,NTN-B,6170000,2023-01-18,620547508.0799999,NTN-B 2033-05
843,0.0,2050-08-15,0.0,0.0,1500,6.22,Venda,2023-01-17,6014578.86,NTN-B 25 anos,150000,NTN-B,0,2023-01-18,6014578.86,NTN-B 2050-08
842,769633125.19,2026-08-15,0.0,187499.0,750000,6.075,Venda,2023-01-17,3078548919.74,NTN-B 03 anos,750000,NTN-B,0,2023-01-18,3848182044.93,NTN-B 2026-08
844,0.0,2026-03-01,0.0,0.0,63600,0.1,Venda,2023-01-17,805609628.23,LFT 3 anos,750000,LFT,0,2023-01-18,805609628.23,LFT 2026-03
844,0.0,2029-03-01,10056556400.0,0.0,292000,0.1763,Venda,2023-01-17,3670643086.0,LFT 6 anos,750000,LFT,800000,2023-01-18,3670643086.0,LFT 2029-03
894,0.0,2024-04-01,0.0,0.0,0,0.0,Venda,2023-01-19,0.0,LTN 12 meses,150000,LTN,0,2023-01-20,0.0,LTN 2024-04
895,0.0,2033-01-01,0.0,0.0,50000,12.9419,Venda,2023-01-19,42574850.05,NTN-F 10 anos,50000,NTN-F,0,2023-01-20,42574850.05,NTN-F 2033-01
894,0.0,2025-04-01,19905579865.86,0.0,150000,12.7389,Venda,2023-01-19,115461600.1,LTN 24 meses,150000,LTN,25860000,2023-01-20,115461600.1,LTN 2025-04
894,0.0,2026-07-01,19823976690.0,0.0,150000,12.845,Venda,2023-01-19,99119883.4,LTN 48 meses,150000,LTN,30000000,2023-01-20,99119883.4,LTN 2026-07
895,0.0,2029-01-01,0.0,0.0,50000,12.883,Venda,2023-01-19,44754238.2,NTN-F 06 anos,50000,NTN-F,0,2023-01-20,44754238.2,NTN-F 2029-01
1005,0.0,2029-03-01,9981107080.56,0.0,489000,0.1772,Venda,2023-01-24,6162577479.22,LFT 6 anos,750000,LFT,792000,2023-01-25,6162577479.22,LFT 2029-03
1005,11505320.81,2026-03-01,0.0,906.0,28900,0.1006,Venda,2023-01-24,367001955.44,LFT 3 anos,750000,LFT,0,2023-01-25,378507276.25,LFT 2026-03
1004,0.0,2060-08-15,0.0,0.0,48600,6.478,Venda,2023-01-24,188023291.23,NTN-B 40 anos,150000,NTN-B,0,2023-01-25,188023291.23,NTN-B 2060-08
1004,148101302.99,2040-08-15,0.0,37498.0,150000,6.4475,Venda,2023-01-24,592107082.18,NTN-B 15 anos,150000,NTN-B,0,2023-01-25,740208385.17,NTN-B 2040-08
1003,1023364476.74,2028-08-15,0.0,249992.0,1000000,6.1778,Venda,2023-01-24,4093588901.99,NTN-B 05 anos,1000000,NTN-B,0,2023-01-25,5116953378.73,NTN-B 2028-08
1096,0.0,2023-10-01,0.0,0.0,1000000,13.605,Venda,2023-01-26,918039014.12,LTN 06 meses,1000000,LTN,0,2023-01-27,918039014.12,LTN 2023-10
1096,0.0,2025-04-01,10005804747.75,0.0,6000000,12.7594,Venda,2023-01-26,4628745449.31,LTN 24 meses,6000000,LTN,12970000,2023-01-27,4628745449.31,LTN 2025-04
1097,0.0,2029-01-01,0.0,0.0,400000,12.998,Venda,2023-01-26,357258506.0,NTN-F 06 anos,500000,NTN-F,0,2023-01-27,357258506.0,NTN-F 2029-01
1096,0.0,2026-07-01,10021726045.35,0.0,10000000,12.8978,Venda,2023-01-26,6615000690.62,LTN 48 meses,10000000,LTN,15150000,2023-01-27,6615000690.62,LTN 2026-07
1097,0.0,2033-01-01,0.0,0.0,1000000,13.1386,Venda,2023-01-26,844649792.35,NTN-F 10 anos,1000000,NTN-F,0,2023-01-27,844649792.35,NTN-F 2033-01
1213,0.0,2026-08-15,0.0,0.0,605000,6.1624,Venda,2023-01-31,2489101752.66,NTN-B 03 anos,750000,NTN-B,0,2023-02-01,2489101752.66,NTN-B 2026-08
1214,0.0,2050-08-15,0.0,0.0,150000,6.47,Venda,2023-01-31,585959212.32,NTN-B 25 anos,150000,NTN-B,0,2023-02-01,585959212.32,NTN-B 2050-08
1215,0.0,2029-03-01,0.0,0.0,265450,0.178,Venda,2023-01-31,3353768826.69,LFT 6 anos,750000,LFT,0,2023-02-01,3353768826.69,LFT 2029-03
1215,0.0,2026-03-01,0.0,0.0,100000,0.0989,Venda,2023-01-31,1273220425.1,LFT 3 anos,750000,LFT,0,2023-02-01,1273220425.1,LFT 2026-03
1214,49583532.57,2033-05-15,18992305795.38821,12500.0,500000,6.392,Venda,2023-01-31,1982495385.47,NTN-B 10 anos,500000,NTN-B,4790000,2023-02-01,2032078918.04,NTN-B 2033-05
1265,0.0,2025-04-01,0.0,0.0,240000,12.94,Venda,2023-02-02,184912381.2,LTN 24 meses,2000000,LTN,0,2023-02-03,184912381.2,LTN 2025-04
1266,0.0,2033-01-01,0.0,0.0,300000,13.1048,Venda,2023-02-02,254420071.8,NTN-F 10 anos,300000,NTN-F,0,2023-02-03,254420071.8,NTN-F 2033-01
1265,0.0,2026-07-01,0.0,0.0,845000,12.969,Venda,2023-02-02,559019732.39,LTN 48 meses,4000000,LTN,0,2023-02-03,559019732.39,LTN 2026-07
1266,0.0,2029-01-01,0.0,0.0,300000,13.0287,Venda,2023-02-02,268268496.6,NTN-F 06 anos,300000,NTN-F,0,2023-02-03,268268496.6,NTN-F 2029-01
1265,0.0,2024-04-01,0.0,0.0,0,0.0,Venda,2023-02-02,0.0,LTN 12 meses,1000000,LTN,0,2023-02-03,0.0,LTN 2024-04
1401,0.0,2060-08-15,0.0,0.0,38200,6.442,Venda,2023-02-07,149273810.88,NTN-B 40 anos,150000,NTN-B,0,2023-02-08,149273810.88,NTN-B 2060-08
1401,0.0,2040-08-15,0.0,0.0,44650,6.441,Venda,2023-02-07,177272087.42,NTN-B 15 anos,150000,NTN-B,0,2023-02-08,177272087.42,NTN-B 2040-08
1402,1051354.19,2029-03-01,0.0,83.0,188500,0.1779,Venda,2023-02-07,2387714045.99,LFT 6 anos,500000,LFT,0,2023-02-08,2388765400.18,LFT 2029-03
1400,0.0,2028-08-15,0.0,0.0,86200,6.305,Venda,2023-02-07,352685705.2,NTN-B 05 anos,150000,NTN-B,0,2023-02-08,352685705.2,NTN-B 2028-08
1402,230254459.81,2026-03-01,0.0,18038.0,152850,0.0986,Venda,2023-02-07,1951125079.51,LFT 3 anos,500000,LFT,0,2023-02-08,2181379539.32,LFT 2026-03
1457,0.0,2029-01-01,0.0,0.0,750000,13.302,Venda,2023-02-09,665489265.5,NTN-F 06 anos,750000,NTN-F,0,2023-02-10,665489265.5,NTN-F 2029-01
1456,42158654.19,2023-10-01,0.0,45666.0,1000000,13.599,Venda,2023-02-09,922728550.99,LTN 06 meses,1000000,LTN,0,2023-02-10,964887205.18,LTN 2023-10
1457,0.0,2033-01-01,0.0,0.0,1250000,13.4938,Venda,2023-02-09,1041637750.2,NTN-F 10 anos,1250000,NTN-F,0,2023-02-10,1041637750.2,NTN-F 2033-01
1456,0.0,2025-04-01,0.0,0.0,4000000,12.8467,Venda,2023-02-09,3095059507.72,LTN 24 meses,4000000,LTN,0,2023-02-10,3095059507.72,LTN 2025-04
1456,0.0,2026-07-01,0.0,0.0,5000000,13.0848,Venda,2023-02-09,3305909011.38,LTN 48 meses,5000000,LTN,0,2023-02-10,3305909011.38,LTN 2026-07
1510,386301569.9,2026-08-15,0.0,95852.0,462550,6.029,Venda,2023-02-14,1864163410.35,NTN-B 03 anos,500000,NTN-B,0,2023-02-15,2250464980.25,NTN-B 2026-08
1511,0.0,2033-05-15,0.0,0.0,21200,6.31,Venda,2023-02-14,84951861.8,NTN-B 10 anos,150000,NTN-B,0,2023-02-15,84951861.8,NTN-B 2033-05
1512,125271772.04,2026-03-01,0.0,9788.0,225500,0.0964,Venda,2023-02-14,2886062995.64,LFT 3 anos,1000000,LFT,0,2023-02-15,3011334767.68,LFT 2026-03
1511,143404750.81,2050-08-15,0.0,37495.0,150000,6.435,Venda,2023-02-14,573388137.26,NTN-B 25 anos,150000,NTN-B,0,2023-02-15,716792888.0699999,NTN-B 2050-08
1512,12700.32,2029-03-01,0.0,1.0,774500,0.1769,Venda,2023-02-14,9836400669.23,LFT 6 anos,1000000,LFT,0,2023-02-15,9836413369.55,LFT 2029-03
1541,777336264.5,2025-04-01,0.0,999993.0,4000000,12.755,Venda,2023-02-16,3107884950.05,LTN 24 meses,4000000,LTN,0,2023-02-17,3885221214.55,LTN 2025-04
1542,33264621.18,2029-01-01,0.0,37497.0,150000,13.3799,Venda,2023-02-16,133002500.15,NTN-F 06 anos,150000,NTN-F,0,2023-02-17,166267121.33,NTN-F 2029-01
1541,218455640.22,2024-04-01,0.0,249993.0,950000,13.1574,Venda,2023-02-16,829747578.89,LTN 12 meses,1000000,LTN,0,2023-02-17,1048203219.11,LTN 2024-04
1542,104374739.95,2033-01-01,0.0,124997.0,500000,13.5066,Venda,2023-02-16,417298021.7,NTN-F 10 anos,500000,NTN-F,0,2023-02-17,521672761.65,NTN-F 2033-01
1541,828432468.67,2026-07-01,0.0,1249995.0,4280000,13.094,Venda,2023-02-16,2835175826.04,LTN 48 meses,5000000,LTN,0,2023-02-17,3663608294.71,LTN 2026-07
1572,0.0,2029-01-01,0.0,0.0,100000,13.2469,Venda,2023-02-23,89249300.1,NTN-F 06 anos,150000,NTN-F,0,2023-02-24,89249300.1,NTN-F 2029-01
1571,0.0,2026-07-01,0.0,0.0,5000000,12.9898,Venda,2023-02-23,3328191197.96,LTN 48 meses,5000000,LTN,0,2023-02-24,3328191197.96,LTN 2026-07
1571,0.0,2025-04-01,0.0,0.0,3500000,12.695,Venda,2023-02-23,2726353939.14,LTN 24 meses,3500000,LTN,0,2023-02-24,2726353939.14,LTN 2025-04
1572,0.0,2033-01-01,0.0,0.0,203000,13.338,Venda,2023-02-23,171191009.89,NTN-F 10 anos,300000,NTN-F,0,2023-02-24,171191009.89,NTN-F 2033-01
1571,0.0,2023-10-01,0.0,0.0,1000000,13.5039,Venda,2023-02-23,926919459.01,LTN 06 meses,1000000,LTN,0,2023-02-24,926919459.01,LTN 2023-10
1620,52775255.33,2060-08-15,0.0,13877.0,500000,6.4764,Venda,2023-02-28,1900544652.97,NTN-B 40 anos,500000,NTN-B,0,2023-03-01,1953319908.3,NTN-B 2060-08
1620,24222537.27,2040-08-15,0.0,6247.0,750000,6.4584,Venda,2023-02-28,2906581522.5,NTN-B 15 anos,750000,NTN-B,0,2023-03-01,2930804059.77,NTN-B 2040-08
1621,287519913.02,2026-03-01,0.0,22369.0,183800,0.0899,Venda,2023-02-28,2362473066.2,LFT 3 anos,1500000,LFT,0,2023-03-01,2649992979.22,LFT 2026-03
1621,391475393.39,2029-03-01,0.0,30695.0,1316200,0.1756,Venda,2023-02-28,16786444463.41,LFT 6 anos,1500000,LFT,0,2023-03-01,17177919856.8,LFT 2029-03
1619,88558301.38,2028-08-15,0.0,21971.0,500000,6.157,Venda,2023-02-28,2015345259.48,NTN-B 05 anos,500000,NTN-B,0,2023-03-01,2103903560.86,NTN-B 2028-08
1653,0.0,2029-01-01,0.0,0.0,150000,13.541,Venda,2023-03-02,132654160.65,NTN-F 06 anos,150000,NTN-F,0,2023-03-03,132654160.65,NTN-F 2029-01
1653,0.0,2033-01-01,0.0,0.0,120000,13.6439,Venda,2023-03-02,99757835.04,NTN-F 10 anos,150000,NTN-F,0,2023-03-03,99757835.04,NTN-F 2033-01
1652,0.0,2024-04-01,0.0,0.0,1000000,13.1869,Venda,2023-03-02,876654557.09,LTN 12 meses,1000000,LTN,0,2023-03-03,876654557.09,LTN 2024-04
1652,0.0,2025-04-01,0.0,0.0,4000000,12.887,Venda,2023-03-02,3112048695.99,LTN 24 meses,4000000,LTN,0,2023-03-03,3112048695.99,LTN 2025-04
1652,102403833.66,2026-07-01,0.0,154640.0,5795000,13.256,Venda,2023-03-02,3835596839.23,LTN 48 meses,6000000,LTN,0,2023-03-03,3938000672.89,LTN 2026-07
1673,421613487.38,2026-08-15,0.0,103334.0,750000,5.91,Venda,2023-03-07,3060078150.0,NTN-B 03 anos,750000,NTN-B,0,2023-03-08,3481691637.38,NTN-B 2026-08
1675,505587818.96,2026-03-01,0.0,39225.0,397750,0.082,Venda,2023-03-07,5126770044.66,LFT 3 anos,1500000,LFT,0,2023-03-08,5632357863.62,LFT 2026-03
1674,150848011.5,2033-05-15,0.0,37497.0,150000,6.387,Venda,2023-03-07,603126651.28,NTN-B 10 anos,150000,NTN-B,0,2023-03-08,753974662.78,NTN-B 2033-05
1674,0.0,2050-08-15,0.0,0.0,38950,6.4766,Venda,2023-03-07,149443085.98,NTN-B 25 anos,150000,NTN-B,0,2023-03-08,149443085.98,NTN-B 2050-08
1675,1943370294.88,2029-03-01,0.0,151958.0,1102250,0.1726,Venda,2023-03-07,14096526063.7,LFT 6 anos,1500000,LFT,0,2023-03-08,16039896358.580002,LFT 2029-03
1693,158699321.58,2033-01-01,0.0,187499.0,570000,13.3621,Venda,2023-03-09,482207077.53,NTN-F 10 anos,750000,NTN-F,0,2023-03-10,640906399.11,NTN-F 2033-01
